label,text,cleaned_text
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",Ola maybe today ve tell direct link get car bid online arrange shipping cut partnership invest money shipping take care restUWud self reliant soon dnt worry
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason time smoke gas afford tell apparently happen somebody want light
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy home constant thought love hope have nice visit wait till come home kiss
ham,Congrats kano..whr s the treat maga?,Congrats kano whr treat maga
ham,Who u talking about?,talk
ham,Yup...,yup
ham,Ok...,ok
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",wake wat pick later rite take sq reach ard smth like dat check arrival time ya soon
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,Yunny walk citylink fast come hungry
ham,Er yep sure. Props?,er yep sure prop
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",Hiya pay money account thank got pleasant surprise check balance statement acc
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,win nokia plus free digital camera win free auction send NOKIA POBOXTCR
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send ltDECIMALgt ok
ham,Bognor it is! Should be splendid at this time of year.,bognor splendid time year
ham,Yes.i'm in office da:),yesim office da
ham,"Sorry, I'll call later",sorry later
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,Joy father John John Joy father Mandan
ham,Ok. I only ask abt e movie. U wan ktv oso?,ok ask abt movie wan ktv oso
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplaced number send text old number wonder hear year good mcat get number atlanta friend
ham,"Sorry, I'll call later",sorry later
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,Dunno lei eatin wif fren wan eat wait lar
ham,"Sorry, I'll call later",sorry later
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry weekly comp send word WIN TC wwtxttowincouk
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",slowly GOD love amp need clean heart bloodsend special people amp miracle tomorrow pls pls
ham,Do u noe how 2 send files between 2 computers?,noe send file computer
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mm love wake word morning miss Love hope day go happy wait
ham,jay says he'll put in  &lt;#&gt;,jay say ltgt
ham,Can you just come in for a sec? There's somebody here I want you to see,come sec somebody want
ham,So the sun is anti sleep medicine.,sun anti sleep medicine
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,happen get job begin registration permanent residency
ham,Yup ok...,yup ok
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad go come plenty time claire go work
ham,Ok enjoy . R u there in home.,ok enjoy home
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",pls pls send mail know relative come deliver know cost risk benefit thank
ham,You do what all you like,like
ham,That's y we haf to combine n c how lor...,haf combine lor
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,monthly terrible pay till month finish school
ham,Hmmm:)how many players selected?,hmmhow player select
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",say go to snow start pm tonite predict inch accumulation
ham,I dont. Can you send it to me. Plus how's mode.,not send plus mode
ham,Aiyo please Ì_ got time meh.,Aiyo get time meh
ham,Package all your programs well,package program
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belong family hope tomorrow pray fate shoranur train incident Lets hold hand amp fuel love amp concern prior grief amp pain pls join dis chain amp pass stop violence WOMEN
ham,So are you guys asking that i get that slippers again or its gone with last year,guy ask slipper go year
ham,Company is very good.environment is terrific and food is really nice:),company goodenvironment terrific food nice
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",Text ringtone logo game wwtxtcom question infotxtcouk
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly lovely cup tea promptly drop key burn finger get
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,yup study surfing lor lazy mode today
ham,Please sen :)my kind advice :-)please come here and try:-),sen kind advice please come try
ham,I'm done. C Ì_ there.,
ham,"Oh fine, I'll be by tonight",oh fine tonight
ham,ÌÏ give me some time to walk there.,time walk
ham,I'll reach in ard 20 mins ok...,reach ard min ok
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",FreeMSG award free mini DIGITAL CAMERA reply SNAP collect prize quizclub Opt stop wk SP RWM ph
ham,Fuck babe ... What happened to you ? How come you never came back?,fuck babe happen come come
spam,This message is brought to you by GMW Ltd. and is not connected to the,message bring GMW Ltd connect
ham,"Some friends want me to drive em someplace, probably take a while",friend want drive em someplace probably
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,thk fast Xy suggest dun wan ok go rain leh get gd
ham,Are you still getting the goods.,get good
ham,And maybe some pressies,maybe pressie
ham,"Yeah I am, so I'll leave maybe 7ish?",yeah leave maybe ish
ham,K..k..i'm also fine:)when will you complete the course?,im finewhen complete course
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lay rock rock envelope envelope paper paper word
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,tell Dr appt week think go to die tell check worried listen
ham,You in your room? I need a few,room need
ham,I dont want to hear anything,not want hear
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey leave friday wait ask superior tell
ham,Ultimately tor motive tui achieve korli.,ultimately tor motive tui achieve korli
ham,From 5 to 2 only my work timing.,work timing
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,dont worry well finish march ish
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat roll newscaster dabble jazz flute wheel
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrat mobile Videophones videochat wid ur mate play java game Dload polypH music noline rentl bx ip we
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,amazing xx PICSFREE video send enjoy vid day text keyword PICSFREE video
ham,Now thats going to ruin your thesis!,go ruin thesis
ham,In sch but neva mind u eat 1st lor..,sch neva mind eat lor
ham,Hey whats up? U sleeping all morning?,hey sleep morning
ham,Erm. I thought the contract ran out the4th of october.,Erm think contract run theth october
ham,I dunno until when... Lets go learn pilates...,dunno let learn pilate
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,subscribe good Mobile Content Service UK day send stop helpline
ham,Yup i'm elaborating on the safety aspects and some other issues..,yup elaborate safety aspect issue
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",free TAROT texts find love life try free text CHANCE Free Msgs
ham,"Goodmorning, today i am late for 1hr.",Goodmorning today late hr
ham,Hi happy birthday. Hi hi hi hi hi hi hi,hi happy birthday hi hi hi hi hi hi hi
ham,I will be outside office take all from there,outside office
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,respond imma assume asleep imma start call shit
ham,"Aight, see you in a bit",aight bit
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),superior telling friday leave department oursso leave youany way wahee fathima hr conform
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join UK horny dogging service sex nite sign follow instruction txt entry Nyt ECALPmsgp
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol member say aunt flow visit month cause develop ovarian cyst Bc way shrink
ham,Still work going on:)it is very small house.,work go onit small house
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend get say up order gram get ltgt
ham,Tmr timin still da same wat cos i got lesson until 6...,Tmr timin da wat cos get lesson
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",thats thing ape fight death minute let
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly win Sony DVD player know country Liverpool play mid week txt ansr SP tyrone
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,go to able late notice home week plan
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",Got fujitsu ibm hp toshiba get lot model
